name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at,location
Manny Gámez,anbu_instigator,I don't mean to get political but I mean to get political,372,372,620,2,50253,Sat Jun 01 17:02:42 +0000 2013,
🍒gabrielle🍒,chlo_gabrielle,Im a water sign and it shows,642,642,1152,0,42160,Mon Dec 21 01:16:42 +0000 2015,"Missouri, USA"
NEVER FIGHT A MAN WITH A PERM,kelpy_________g,@weezerlover69 rip,76,76,606,3,14818,Tue Aug 15 03:06:06 +0000 2017,BLABLABLABLA HOTHEAD
Nadus,Nadus,MGMT: fazio@evilmgmt.com,9598,9598,7108,103,35088,Fri Apr 24 19:48:14 +0000 2009,"Newark, NJ"
jess,corntoot,"let's start a band or a fight idc, let me know",653,653,532,1,49239,Sat Dec 07 04:26:19 +0000 2013,✩ ✩ ✩
sean,SeanGerathy,,47,47,921,0,53949,Sat Dec 09 22:59:51 +0000 2017,
Yugi stans only,allisawf,stan ryota miyagi,270,270,199,2,99,Wed Mar 02 05:27:36 +0000 2016,ucd ‘24
400lux,blaccteen,,340,340,499,3,9771,Mon Jul 25 12:36:12 +0000 2011,
monica🦋,spaceebean,"[21] live tweeting any inconvenience i have,, always",505,505,744,2,80386,Wed Mar 13 00:12:04 +0000 2013,stx
user1,siegsin,occasionally a minor menace to society https://t.co/6ebdMIBRWU,328,328,381,3,21692,Wed Jun 29 02:54:50 +0000 2011,"Atlanta, GA"
uh-,mxribell,,14,14,88,0,4078,Sat Jul 11 19:13:11 +0000 2015,mom’s house
tay,bbygrl520,"I'm not edgy I just have brain damage
                             insta @waxwitch_",278,278,274,2,9377,Sun Apr 12 00:58:22 +0000 2009,
katherine,grannyslipper,im cold,406,406,404,2,20851,Tue Jul 26 23:47:50 +0000 2016,
jt,invalidprince,a fool,645,645,492,8,167504,Thu May 23 22:36:07 +0000 2013,loading . . .
bobby trill,jermzgee,peep free game from the bleachers #suckerfree,568,568,409,4,19199,Fri Nov 11 02:38:57 +0000 2011,itaintwhereufromitswhereuat
Lexi🥑,alexandra__haro,,173,173,298,3,27019,Sun Aug 31 01:16:18 +0000 2014,
aris🍄,arisdelamora,"ni de aquí, ni de allá",267,267,645,3,27142,Wed Jul 16 01:17:37 +0000 2014,
bruno👾,_b_hernandez,☮️ to every crease on ur brain,301,301,574,0,100742,Sun Jul 21 04:04:20 +0000 2013,"Menlo Park, CA"
ân,acnescab,nb! they/them! 🇻🇳,812,812,279,7,99780,Sun Aug 24 08:12:13 +0000 2014,occupied ohlone land 
JOEPACKAGE,joeblythee,"I’m from the south, the deep south",162,162,276,0,8771,Thu Oct 02 19:42:34 +0000 2014,
𝔥𝔲𝔢𝔳𝔬☻,turpboy,,307,307,420,8,190177,Fri Nov 14 04:43:44 +0000 2014,Ev // He/Him // 18
nate.,nayfhenn,a very biased wolves & foals fan,85,85,229,0,4873,Wed Oct 18 23:16:11 +0000 2017,"Didcot, England"
$_$,gotob_renan,🇵🇪,192,192,416,0,32135,Sat Oct 24 01:12:46 +0000 2015,305
greebus,UngDar,i feel like all my days are coming into a blend,151,151,118,0,21027,Fri Jun 15 20:58:39 +0000 2012,
Luka,lukadinkel,IG: _dinkel,170,170,139,0,5952,Tue Nov 19 01:42:12 +0000 2013,
dana,spicyspit69,l0v s3x dr4gs,117,117,76,0,4060,Tue Jun 14 02:28:15 +0000 2016,miami
autumn,autmeyln,2 busy being,204,204,133,1,9069,Fri Apr 07 01:04:42 +0000 2017,
Wack Demarco,notmikeboyle,Producer Engineer Audio Post Production Engineer. Expression College Sound Art Graduate. Benet/MikeB Same guy. Will trade playlists for pussy.,90,90,189,3,3640,Fri Dec 24 02:35:41 +0000 2010,The White Ghetto
Ben Pierce,easyux2,wagwan brethren.,7,7,98,0,1942,Thu Jul 12 08:38:10 +0000 2018,
Shane Taylor🌵,zzflyinhawaiian,slept on,169,169,213,0,1043,Sat Feb 13 05:54:01 +0000 2016,"Missouri, USA"
Lucas Tavares,tavareslucas,https://t.co/xLUwg1qv8H,306,306,296,1,4390,Wed Mar 25 03:22:22 +0000 2009,"Niterói, Brasil"
pepperoni playboy,cooldrigs,will die under appreciated,418,418,1036,6,20847,Sat Apr 28 01:40:10 +0000 2012,UFO day 2015
CALEB STEPH,calebstph,I Am.. Guardian Futura.,486,486,59,0,30,Mon Feb 11 03:35:25 +0000 2019,
Rachel,rachelmckiernan,uwl,700,700,236,2,18474,Thu Nov 24 23:54:32 +0000 2011,"Savage, MN"
Dior Johnny Depp ++ ✨🤮❤️,ZacharyHarwood,i don’t want to think about yesterday,341,341,298,3,21013,Tue Jan 27 07:47:34 +0000 2015,"Long Beach, CA // Chicago, IL"
.,calebjohnston_,,10,10,68,0,162,Fri Apr 18 15:27:40 +0000 2014,
quin,_joaquinn_,ELAC,169,169,591,3,53858,Wed Oct 29 23:31:03 +0000 2014,Im Melting
𝖆𝖘𝖍𝖗𝖆𝖋,ashrafahmed__,-,20,20,170,0,2495,Mon Apr 02 19:45:01 +0000 2018,"South East, England"
🤩,disishome,,0,0,256,0,523,Thu Apr 07 05:46:03 +0000 2016,
b.,fallenfolk,,63,63,114,0,4004,Sun Nov 27 06:31:22 +0000 2016,"California, USA"
sir bussalot the IV,29thst_,"916, 408. Indie popstar. Cham. Uc Davis alumni https://t.co/49xprgX6yp",369,369,418,9,30955,Thu May 24 08:08:43 +0000 2012,San Jose
oou•nami,anammrizki,what are you doing here,259,259,244,1,4669,Sat Dec 26 20:35:21 +0000 2015,
madi,madisonkjohns,,351,351,231,1,4945,Thu Sep 26 03:36:30 +0000 2013,"Grand Junction, CO"
sebastian,rhombuzoid,be sweet,245,245,508,1,14138,Mon Mar 18 02:39:49 +0000 2013,uta?
heidi,heidisnightmare,৲( ᵒ ૩ᵕ )৴♡*৹,206,206,191,2,43518,Sat Dec 06 21:51:40 +0000 2014,she/her
buckethatP,buckethaTt2,ctv3. I like trains 🚂 almonds,14,14,254,0,317,Wed May 15 22:34:58 +0000 2019,:)
jada,banxjada,"stay hydrated,stay pretty || banxjada@gmail.com",4226,4226,461,9,112890,Mon Aug 22 03:46:42 +0000 2011,MIA/NYC
don,_dondymiranda,,115,115,199,0,1794,Sat Aug 20 02:16:43 +0000 2016,
VanillaBean626,_vanillabean626,Just a boy tryin’ learn how to make Mac n’ Cheese 🧀,39,39,136,0,2504,Sat Jul 13 17:53:43 +0000 2019,
James Rushbrooke,jrush288,"Beatmaker 🔥🔥🔥

Cinematographer 

Artist",9,9,158,0,956,Fri Jul 08 21:12:42 +0000 2016,Monaco
yuuko-san,growupjessica,"｡･:*:･ﾟ★, far out ｡･:*:･ﾟ☆",524,524,173,0,16632,Sat Feb 04 02:08:39 +0000 2017,hiding
adriana,iridiescence,eat hot chip and lie,117,117,124,0,13029,Thu Aug 24 19:45:18 +0000 2017,
Aunty Tyrak // Jim🅱️o,tyrakmoore,I just like making stuff: multimedia. 20+,1321,1321,1799,17,97930,Sat Aug 18 19:30:32 +0000 2012,They - 23
erks,ekaleuterio,i gotta get up but I don’t know how soon,47,47,143,0,3030,Sun Apr 28 10:36:36 +0000 2013,
ODALIS,garc6ns,always forever,90,90,85,0,2286,Sat Jul 02 13:56:45 +0000 2016,they/them🐀
(sophie) alex g,bobsagetghost,almost everything is not on the internet // @goose_wives // ♈️,407,407,1247,0,87159,Mon Oct 17 11:30:28 +0000 2011,nova
spitwater,shiddedmyself,you put boiled water in there and then put it in the freezer its never gonna freeze because its boiled,352,352,428,2,33786,Wed Dec 25 07:13:52 +0000 2013,
natasha,natashaadurann,i’m just going with the flow and shit,108,108,194,1,39070,Fri Dec 19 18:32:27 +0000 2014,cow valley
xαʋ,idkxav,still?,22,22,439,0,3468,Mon Mar 05 10:03:40 +0000 2018,"Oakland, CA"
PMX1000,pmx1000,The Beat Go Off...?,28,28,202,0,12572,Thu Jul 17 12:46:46 +0000 2014,
凸^-^凸,arieeeec,,197,197,343,2,3336,Sun Sep 14 08:00:54 +0000 2014,
maria🐻,taco3ella,i am the cowboy on my own trip,4133,4133,299,6,26771,Thu Nov 02 07:56:26 +0000 2017,she/her
; charlotte.,5cm_2nd,how's the weather outside it's nice weather outside it's sunny no rain ; minhyuk's quote ( — and because of you I can’t be happier ; you are my sun ),20,20,27,0,1520,Sun Sep 10 11:41:11 +0000 2017,
j,_jeanna_,¯\_(ツ)_/¯,1116,1116,292,0,14853,Sat Aug 13 22:22:38 +0000 2011,"London, England"
Kwahli,Kwahli_47,,359,359,543,0,2307,Sun Jul 28 05:46:38 +0000 2013,
𝑳𝒆 𝑷𝒊𝒛𝒛𝒆,andreatheroman,Plant Based Bitch 🍑,300,300,237,4,28209,Thu Mar 03 02:22:24 +0000 2016,The house
Fin,finyay_,:))stay positive!,49,49,957,0,1044,Tue Jun 07 15:03:59 +0000 2016,UK
nichole,nicholehowe05,,434,434,398,1,21687,Fri Apr 04 23:40:21 +0000 2014,"Shiprock, NM"
jansen 🥴,jansenm007,it be like that sometimes ♑️,199,199,749,1,2,Sat Mar 01 19:53:47 +0000 2014,🇺🇸|🇵🇭
martín$,martinmamangun,💛💜 damn that’s crazy,998,998,806,3,253958,Mon Jul 16 08:59:27 +0000 2012,SoCal
Braxton Burden,burden_braxton,been to hell and back just to find peace,393,393,565,1,18160,Wed May 07 13:01:32 +0000 2014,"Lubbock, TX"
dray 🧟‍♂️,draytonbaber,,240,240,108,2,53299,Tue Apr 22 22:26:49 +0000 2014,texas king
Fin,findalby,having a daft laugh,179,179,606,0,9259,Mon Feb 06 22:07:39 +0000 2017,
Juan Cervantes,juanp_cervantes,tb @cashnastygaming,34,34,332,0,16872,Fri Jan 20 01:58:46 +0000 2017,"Phoenix, AZ"
Alexis,bootycooly,"Graphic Designer, Animal Crossing enthusiast",438,438,663,7,48709,Sun Mar 04 04:35:28 +0000 2012,EWU
𝖏𝖊𝖘𝖘,jdmscorpio,,92,92,255,0,2233,Thu Aug 11 18:47:33 +0000 2016,
Fermin,JusFermin,🤘,91,91,104,0,1166,Fri Mar 25 00:38:52 +0000 2016,"Albany, OR"
rachie,nenebabyyyyyy,I am creepy,130,130,117,0,9084,Mon Jun 22 18:43:45 +0000 2015,"Sacramento, CA"
Flower,FeliciaGarciaa,fully realized,437,437,426,2,23750,Fri Jun 28 13:34:04 +0000 2013,
drink more water,jesuisponge,drug of choice: music || 📸 kspts #kingtypo @kidcudi @lucky7mag https://t.co/QL4O7PjH4x,2087,2087,712,33,10703,Thu Jul 08 07:36:01 +0000 2010,houston
nicole rogers,nicolerogerss,,3999,3999,200,14,10169,Sun Jul 17 08:18:42 +0000 2011,tumblr/insta nicolerogerss
"*deep, heavy, negro spiritual sigh*",xkeepinupwithko,it is what it is,1710,1710,1474,2,21771,Fri Jul 12 17:29:36 +0000 2013,UNI ‘21|🇳🇬|MN
KevFoo,kevman1017,hol up,994,994,780,11,130126,Sun Aug 16 01:34:56 +0000 2009,Pharos.Earth
ocean,gvIIegos,🖤 sc: aztex,685,685,698,6,15488,Sun Sep 25 00:33:15 +0000 2011,"Waukegan, IL"
Marco McKinnis,marcomckinnis,"I Am. 
Son of God 
marcomckinnis@gmail.com",10143,10143,376,48,116194,Sun Jul 10 02:21:22 +0000 2011,Virginia 4L
Sports,sportsband,Musical spells for ears like yours,146250,146250,115,106,1580,Mon Mar 29 03:29:57 +0000 2010,
brad handelaar,bhandelaar,happy to be here,548,548,2017,3,29811,Tue Oct 25 20:33:02 +0000 2011,
✨🍮🎗,twiinkliing,#JUNGWOO: I believe in female supremacy  🇻🇳🇰🇷,112,112,582,2,12434,Wed Jun 19 04:24:15 +0000 2019,heart gang turf
yellowtechnica,yellowttech,✨張家銘✨I MAKE A LOT OF STUFF ⚠️ 🦅 US + Int’l Bookings: guy@ubreakubuy.net,2625,2625,1130,58,19000,Wed Apr 01 15:25:40 +0000 2009,BROOKLYN BABY!!!!! 🗽
dalia,dalliiyyyaaaa,🕊,169,169,189,0,15322,Thu Jun 29 04:31:54 +0000 2017,"Carson, CA"
neilski mane la flare,SwagYoloHyfr,Mgmt for @turtlewoodsprod,633,633,960,1,39809,Wed Apr 10 20:47:14 +0000 2013,718🍕
Alexis Munoz,Therealmunoz9,,9,9,186,0,5757,Tue Aug 28 23:33:43 +0000 2018,"Passaic, NJ"
Chevy,chevymelendez,"I’m unattractive, thanks",351,351,294,0,4419,Mon Nov 30 23:46:26 +0000 2015,Your moms house
Ryan,RyanSaturn,I make music / Email: ryansatturn@gmail.com,192,192,407,3,10242,Mon Sep 21 04:01:46 +0000 2015,"Montréal, Québec"
Mijo 🌹,xwxavvez,"just taking on life one day at a time, 𝕂𝕒𝕥 ♡",645,645,1278,4,25009,Thu Oct 13 03:29:20 +0000 2011,"Dallas, TX"
Maruo,AquaConsumer,I’m a petty animal. I’m rat meat. I’m a hellion. he/him,106,106,740,0,10161,Thu Nov 05 00:11:48 +0000 2015,
path💫,delusionalpath,Classically trained producer / artist (Sly Gemini) / engineer | follow your own path regardless of the circumstances #mayonaka👁‍🗨🎌,823,823,441,7,20182,Thu Nov 10 05:21:43 +0000 2016,link to everything 
KWAYSE.,murigunday,🐉🌐📶,952,952,542,4,11230,Wed Dec 29 19:44:54 +0000 2010,"Toronto, Ontario"
tyler,tylerbrothers12,,241,241,195,0,884,Sat Nov 08 04:16:22 +0000 2014,
malik,Th_MZA,two stepping through banality.,177,177,527,1,59281,Fri Jun 24 19:39:07 +0000 2011,A trash can near you
$,Cookin_lol,,3,3,886,0,624,Fri Mar 07 06:33:36 +0000 2014,
🍃🍃🍃,indie_poppinnnn,BOY BYE 😤,48,48,124,0,2126,Thu Nov 05 02:13:41 +0000 2015,"Oakland, CA"
jai.,jai_weezy,A sheet in the streets and a street in the sheets IG: jai.weezy,278,278,315,1,10215,Mon Jul 28 04:33:09 +0000 2014,
Jason,IdioticJason,Chicano 🇲🇽,169,169,921,0,3455,Sun Jan 27 18:14:07 +0000 2013,Aztlán
Edgar 🥄,alvaradoedgar02,👻: 𝘢𝘭𝘷𝘢𝘳𝘢𝘥𝘰𝘦𝘥𝘨𝘢𝘳𝟏𝟐 // 📸: 𝘢𝘭𝘷𝘢𝘳𝘢𝘥𝘰𝘦𝘥𝘨𝘢𝘳𝟏𝟐,118,118,172,2,7214,Thu Feb 20 23:42:24 +0000 2014,"Topeka, KS"
ben 🕺,cherriwho,ayo cherri turn that shit down 🤢,204,204,219,0,9363,Mon Nov 21 18:27:00 +0000 2016,atx/mtx/nrh
Ezra,IslasEzra,,178,178,412,0,2267,Mon Oct 23 19:08:58 +0000 2017,"West Covina, CA"
nini✨,pearlofyoursoul,18,152,152,348,0,30144,Wed Dec 17 15:48:27 +0000 2014,
SEAN,SHAONN_,,855,855,884,6,26695,Wed Feb 23 00:32:52 +0000 2011,
:o,cranberry_chris,✧・ﾟ:* they / them *:・ﾟ✧,211,211,455,0,18441,Wed Feb 14 03:28:29 +0000 2018,
patricia,patriciactl,wear sunscreen | sc: patriciacordero | Trinity’22,413,413,351,1,28803,Fri Feb 07 00:19:18 +0000 2014,PR | TX
SICSAD,sic_sad,j e a n 🇨🇴🇸🇪,81,81,80,0,4862,Sun Aug 01 19:01:56 +0000 2010,LA
kamile,ctylwonjae,i’m okay with jail as long as changbin is at the trial,479,479,204,19,139150,Tue Jul 17 13:17:49 +0000 2012,
melaney 🧚🏼‍♀️,melaney_chavez,"I apologize, I throw my feelings in here sometimes",61,61,105,0,7930,Tue Sep 05 16:56:56 +0000 2017,"San Diego, CA"
🌻爱自己🌻,OkayKain,༂ KainDion ༂ sc:itsmekain,266,266,284,1,5078,Sun Apr 06 14:13:49 +0000 2014,
Chris Mackley,macklchr33,Williamsport '20  UMD ‘24,172,172,327,1,1757,Wed Jan 21 01:30:07 +0000 2015,"Williamsport, MD"
Henry Ficcadenti,henryficcadenti,,62,62,140,0,767,Thu May 15 16:16:36 +0000 2014,
𝐛𝐫𝐢 ✰,LILDIRTYDIAPER,would you die alone for your art? +,724,724,474,20,14049,Sun Nov 16 21:54:43 +0000 2014,new jersey
Breeze,dieslow4me,don’t dm me unless ur 1 of my besties,663,663,664,3,20456,Mon Nov 16 03:59:11 +0000 2015,"Dallas, TX"
Elvira Alvarado,elviraalvarrado,dont worry about it sweet heart,206,206,350,0,8255,Fri Jun 06 04:36:17 +0000 2014,
nichole fierro-ryan,nfierroryan,seu ‘24,60,60,85,0,224,Sat Jul 06 00:54:21 +0000 2019,
𝕯,dejja_m,,1255,1255,440,19,163523,Mon Jun 09 23:09:36 +0000 2014,
sean,goritoz,🧩,73,73,122,0,8010,Fri Jul 29 23:14:38 +0000 2016,Toronto
Matt Cockton,matt_cockton,,20,20,116,0,403,Sat Oct 01 19:58:05 +0000 2016,
Johnny,JohnnyVielma,,97,97,126,1,16707,Sat Oct 15 07:07:50 +0000 2011,
Gus Blandino,gusblandino,,65,65,94,0,4093,Tue Mar 07 23:31:10 +0000 2017,
𝔯𝔬𝔰𝔢𝔪𝔞𝔯𝔶,celestialrxse,huh????,191,191,192,3,64523,Mon Mar 19 22:02:54 +0000 2012,
yv&ug,ripdeeds,🔮,312,312,247,5,30986,Sat Dec 14 15:24:56 +0000 2013,sizzlesss
pissbong,fatherpiss,21 // so far so good so what // short king // private: @privpiss,353,353,1121,8,102494,Sat Apr 21 21:45:47 +0000 2012,he/him/his
ĘAL,ealadisa,"“Ya’ll spin around like ballers, seething with jealousy, I am”",88,88,536,2,3611,Wed Apr 24 00:30:05 +0000 2013,
Andy?,deeflub,wRapper/songwriter & Musician. Grow🌳,86,86,114,1,1600,Thu Dec 31 21:51:40 +0000 2015,Right behind you.
veronica,_verooniccaa_,🇲🇽,668,668,451,6,51190,Thu May 03 22:11:19 +0000 2012,uc berkeley ‘23
•bre•,futurabreee,wazzzzzup,252,252,740,3,12211,Mon Feb 11 23:40:59 +0000 2013,send me ur location
Claudia Harvey,harvey_claudia,everything sucks and I'm dying,59,59,63,0,35215,Sat Sep 08 22:12:37 +0000 2012,"California, USA"
alejandro,Allysantoss,wobbly,288,288,606,1,14175,Fri Apr 15 16:49:43 +0000 2011,"Glasgow, Scotland"
michael cunningham,rmc_4,228 | USM,215,215,364,0,4104,Sun Mar 24 23:10:41 +0000 2013,
🧛🏻‍♀️,LILTRACY,,4013,4013,107,7,210,Sun Feb 17 17:05:51 +0000 2013,
WAHEEDA,unsavechat,dis dmt make my soul go brrr👛 🏰,336,336,247,0,8104,Sun Sep 27 17:02:38 +0000 2015,backseat
ken nguyen,ikenguyen_,that’s wildddd,616,616,362,12,17288,Wed Jun 01 04:37:39 +0000 2016,
LEVI BERLIN 🌟,LeviBerlin,all my memories.........,1403,1403,404,10,4256,Mon Jul 05 04:59:58 +0000 2010,under 2
alina 🧚🏽‍♀️,malhialina,111,333,333,444,1,195381,Tue Jun 06 22:49:17 +0000 2017,"she/her, 17"
a girl named drool,cashleigh_,🧝🏻‍♀️ wsu film. bass. tattoos. she/her. 🌈 empath💓 green witch & anarcho-communist,264,264,532,3,41742,Sun Feb 08 07:29:07 +0000 2015,"Detroit, Michigan"
brayden 🌹,braydenbutera,the roaches — when the lights go out,276,276,290,8,26225,Sun Mar 15 04:32:29 +0000 2015,pittsburgh
josep,kuyabing_,uwu,79,79,170,0,8973,Sat Mar 30 03:34:20 +0000 2019,
jada,_jadasandoval,thinking about kid cudi,398,398,226,1,30416,Thu Jan 01 22:18:28 +0000 2015,some place higher
mía,miatypesthings,contemporary gordita — ig: @miadoesthings,445,445,713,3,38664,Sun Aug 03 18:15:07 +0000 2014,chicago / az
🐙,Noracane_,23,204,204,348,1,35686,Sun Jun 17 18:36:05 +0000 2012,"Washington, USA"
derion,ddeerriioonn,love is everything and everything is love,157,157,419,0,16710,Wed Oct 19 17:19:08 +0000 2016,uh '23
Damien,DJ__Rodriguez,,491,491,445,0,19884,Tue Jan 08 02:11:04 +0000 2013,
Jack Green!,Jack_Verde,"I play the laptop

ig @jack_verde)",110,110,93,1,706,Wed Apr 16 20:52:31 +0000 2014,Bay Area
j ☼,jenmenaa,♎︎ | allow me to introduce myself,1067,1067,490,2,68879,Tue Mar 01 01:22:45 +0000 2011,"Miami, FL"
𓃭,quteswifi,,142,142,408,2,15745,Sat May 02 09:27:46 +0000 2015,
Giovanni Isles,Giovanni_Isles,Redlands ‘23,479,479,560,0,1005,Wed Apr 06 22:51:57 +0000 2016,"California, USA"
Jake Coffey,jakecsa1,,233,233,412,0,18066,Sun Jul 27 13:58:07 +0000 2014,"Santo Domingo, Costa Rica"
Dominic DeCoco,Vinyled_,long beach state • future journalist? •     Alexis 💛,147,147,644,4,18322,Sat Apr 11 00:15:20 +0000 2015,"Whittier, CA"
Thor,thor_dunn,😔,107,107,250,0,10640,Sat Nov 19 00:46:50 +0000 2016,
tanner,TannerNicholso7,,21,21,172,0,4666,Fri Jan 19 22:02:59 +0000 2018,"Phoenix, AZ"
sugar honey iced tea,missdaytonah,yo soy la princesa,161,161,154,3,64618,Fri Apr 18 18:22:53 +0000 2014,kiss land 
lucas,LucasBiewen,look man I just,279,279,296,0,6459,Thu Jul 12 04:00:32 +0000 2012,
astro,13thAstronaut,idk my life.,15,15,32,0,61,Thu Apr 05 20:56:54 +0000 2018,En tu corazon uwu
Greg The Bear,GregoryTheBear,Sorry were closed.,1454,1454,883,4,25470,Sun Mar 06 07:46:19 +0000 2011,Altadena / Tempe
l!tzy,overthinkandcry,fuck it cash app $litzayy,324,324,778,2,47220,Wed Oct 12 15:07:43 +0000 2016,the crib
LIVING,blueishhaze,,6,6,618,0,1284,Fri Jan 23 14:32:16 +0000 2015,"California, USA"
andrea,swtchbIade,🐉🥥🦋⚡️,381,381,356,5,21484,Sat Jan 03 09:57:40 +0000 2015,"Queens, NY"
𝘯𝘰𝘦𝘮𝘪,noemivvy,is it something you want or is it just a phase,51,51,101,0,186,Thu Mar 07 00:29:07 +0000 2019,
bitch 2,fakerapfan,,617,617,376,1,115071,Sun Sep 27 20:38:22 +0000 2009,
Khaled Jabr,khaled_Jabr,coffee addict. rockstar. part-time everything. AI enthusiast,109,109,391,0,1942,Fri Jul 26 23:49:26 +0000 2013,"Madison, WI"
stephanie,sniffannie,,128,128,113,0,5116,Sat Jul 14 00:39:42 +0000 2018,UC Berkeley
dustin,itsdustme,"@kollabSF Community Relations
Wanna be dj/producer/foodie/alive",143,143,700,1,6679,Sat May 25 06:02:16 +0000 2013,LA to Santa Cruz
laura frías ❀,laurafriasd,,89,89,641,0,1851,Wed Aug 27 20:38:35 +0000 2014,
Blake Hoonan,bl00nan,,163,163,519,0,5769,Mon Oct 03 06:03:46 +0000 2011,"Seattle, WA"
joey,soynaan,Daft punk enthusiast,55,55,126,0,18454,Wed Feb 08 15:13:43 +0000 2017,
hannah,hannahgg2499,,169,169,394,3,16690,Tue Aug 07 19:57:48 +0000 2012,"New York, NY"
help,El_ChapulinEc,I tweet shit that comes to mind. 【=◈︿◈=】,1002,1002,1163,22,71581,Mon Aug 22 08:45:19 +0000 2011,La casa de tu mama
rachel 🧞‍♀️,rachelarana02,👻// rachel_arana • ig // arana.re • I'm open for new friends so 📲💘,192,192,315,2,37263,Mon Jan 13 07:38:40 +0000 2014,
rawrie ^_−☆,rorajosephine,20,1356,1356,560,17,23528,Tue Aug 07 17:15:57 +0000 2012,bay area
afflicted,xfflicted,waste of space,54,54,318,1,11391,Mon Mar 26 17:03:58 +0000 2018,Boar Hat
Nøtjustain,notjustain,Icarus Co. 👼🏿,149,149,239,3,14726,Sat Aug 08 00:31:53 +0000 2015,
bÜzz,sn0ozed,ambassador to peace and magic 🧚🏼‍♀️🦋✨,347,347,260,0,9902,Wed Aug 20 04:40:02 +0000 2014,
GG sendo,sendosmash,carleton u cross country/track ✧ smash bros @greatergamingca †,368,368,358,1,38766,Mon Jun 23 20:56:43 +0000 2014,"Kingston, Ontario"
sema,_semami,"Bro, I’m straight up not having a good time.",214,214,225,0,8473,Wed Mar 20 03:45:21 +0000 2019,llorando
💎akira💎,jeonghole,i’m drunk and high at the same time drinkin champagne on a airplane,275,275,248,2,10372,Sat Apr 10 21:08:21 +0000 2010,minaminaminaminaminamina
net,netsirtcim,,18,18,224,0,2946,Fri Oct 31 13:31:42 +0000 2014,
g̷,kidseegays,gemini gremlin | you ≠ me,942,942,402,5,84725,Mon Jun 04 06:33:02 +0000 2012,he/him
¯\_(ツ)_/¯,nicole_867,,5,5,221,2,39635,Tue Jul 08 03:31:10 +0000 2014,
Mariah,upsidehoodlum,it’s gay in here,122,122,149,1,12302,Sun Jun 17 03:26:22 +0000 2018,Oak Cliff
SAM,imapersona,,268,268,468,4,17832,Sun Jan 25 01:26:33 +0000 2015,la
Ryan-kun 🥖🥐,yunghummu5,GHOST,192,192,283,0,6826,Thu Mar 27 04:44:43 +0000 2014,
E🥀,Lazedcrazed,,9,9,222,0,6555,Sat Feb 28 05:38:16 +0000 2015,
autum 🏳️‍🌈,autumheywood,bears. beets. battle star galactica.,266,266,216,0,9306,Mon Dec 29 17:42:48 +0000 2014,
im,greeneyesjerryb,,48,48,97,0,17675,Sun Aug 16 05:16:02 +0000 2015,Away from you sicko fucks
kali,livinginpwr,very committed to living a great life,82,82,128,0,13425,Sat Apr 18 06:01:31 +0000 2009,
ebichuluvr,l0vechild,Death to Hamtaro,27,27,235,0,10916,Wed Dec 14 14:35:39 +0000 2016,
grahhhhhhham,grahhhhhhham,"i make computer do thing \n tweets are not my own, they come from a dark subconsciousness within \n he/him \n follows != endorsements",56,56,667,1,11104,Sun Sep 24 01:51:38 +0000 2017,"Nashville, TN"
no llores,briana_erran,soft. ||| creative director ||| IG: b.erran,1540,1540,1079,11,133785,Sat Jun 24 01:45:59 +0000 2017,
boi,slurm_boi,( ͡° ͜ʖ ͡°),213,213,245,1,40385,Wed Aug 15 03:21:30 +0000 2012,"Broward County, FL"
yung a-b,smokedawetroach,almost,94,94,386,0,7697,Thu Jul 18 13:52:24 +0000 2013,"Florida, USA"
Kaila,asdfghjkaila,,265,265,150,4,11630,Fri Jul 24 06:04:51 +0000 2009,"Los Angeles, CA"
abby,abby__b__,🌙🏳️‍🌈 ~ i stream on @Twitch,563,563,557,2,54887,Wed Jan 29 21:48:42 +0000 2014,she/her
mags,magsclaire_,always on the lookout for the divine feminine ✨ she/hers,73,73,211,0,8099,Fri Mar 08 16:00:23 +0000 2019,
santana fan account,E36_Fabio,futsal shuffle into the new year sebastiensamson@icloud.com,671,671,499,7,17073,Wed Jul 21 03:37:29 +0000 2010,nybos
Sigi,biggsigg17,✨tweetin away✨,450,450,230,0,2795,Fri Aug 10 07:00:36 +0000 2012,Up yer butt
alyssa,muffaIo,"got so much love, got so much patience",2641,2641,296,25,29811,Fri Jan 25 20:02:21 +0000 2013,
tegs :),hlmtgrl,i can’t wait to be you (she/her) .✫*ﾟ･ﾟ｡.★.*｡･ﾟ✫*.,5160,5160,935,126,71932,Wed Mar 01 00:12:54 +0000 2017,"melb, aus"
g ʕ⁎̯͡⁎ʔ༄,ggeeezz,sry not sry,257,257,263,0,5483,Sat Apr 07 01:40:48 +0000 2018,
ً,undftdjdan,ENIGMA.,412,412,387,2,2271,Fri Dec 18 05:42:36 +0000 2015,socal
süs,babyjslays,eat this MEGASMASH,99,99,108,1,5310,Sun Jul 21 22:36:16 +0000 2013,
Billy Lemos,BILLYLEMOSS,billylemosmgmt@gmail.com,1458,1458,743,4,12819,Thu Oct 22 00:28:37 +0000 2015,"Chicago, IL"
",",ILovewaffles_,,526,526,622,0,5606,Tue Feb 12 02:38:07 +0000 2013,bed
